User,Gender,Level,Message
十块一斤的青柠,男,5,我在想明年咋超越今年的晚会[小电视_嘟嘴]
aileenyu0,保密,4,我们这代年轻人，真的会构建更好的社会啊！
贝游R,保密,6,这个节目的质量意外的好，喜欢的歌手除了霍尊又多了个周深[小电视_赞]方老师那几分钟太厉害了，上一次被音乐震撼到还是八年前第一次听到LinkinPark的时候，真的很不错[小A和小B_哈哈哈哈]
木凛muri,保密,4,下次可不可以看看我们古琴诊所呀qwqqq
神经-木木彡,男,5,初心不能变，某晚会就是反面教材，这才是我们当初过年的感觉，还以为再也回不到最初
清风吹过夏威夷,保密,5,方锦龙老师弹火影的时候，我觉得他好像宇智波斑…
小绒蛋糕,保密,4,"经典动漫歌曲的演绎
爱国主义的热血沸腾
中西音乐的碰撞
现代科技与传统文化的结合
有阳春白雪 有下里巴人
有大牌专业歌手 也有神人up主
b站把我所有期待的点都集中在一起，我从没有这么惊喜，b站真的绝了！！！"
铭志灬封天道,男,6,明年希望有牵丝戏童话镇，还希望请郎朗林俊杰来~[调皮]
老衲不吃草,男,5,芒果台跨年演唱会实在是太糟糕了，广告插入量应该占三层以上，动不动就是看广告，太难受了。[2233娘_郁闷][2233娘_郁闷][2233娘_郁闷][2233娘_郁闷][2233娘_郁闷][小电视_发愁][小电视_发愁][小电视_发愁][小电视_发愁]
你无聊哇,保密,4,我想问问，这还给央视春晚活路吗?[微笑]
flyingdepp,保密,4,秒杀各大卫视跨年。方方面面都照顾到了。温情，青春，热血，传统，大气都有了。冲哈小破站
小能猫,女,5,鬼畜区又名想象力区[喜极而泣]
0wltown,保密,5,有一说一，提莫唱功可以的[响指]
bili_49069844221,保密,2,充分诠释了什么是高手在民间
皖南衣,保密,4,小破站太棒了！！！
素时歌,保密,2,这个晚会真的绝了
tf_lili,保密,5,各种口味都有，大多都喜欢，懂我！赞呐！小破站不成功谁成功？？？
一个容易记住的好名字,保密,5,"第三章『星繁』
1.《海德薇变奏曲 00:39
理查德.克莱德曼
《哈利波特》系列电影主题曲

2.《好一朵美丽的茉莉花 5:19
     洛天依，方锦龙

3.《韵.界》 11:39
      方锦龙，赵兆『超推荐！！！』

4.《永远同在》 23:21
      周深
《千与千寻》主题曲
《解答一切答案》 27:175.《光外之年》 32:06
      邓紫棋
《句号》 36:276.《贰叁》 40:31
        吴亦凡
《大碗宽面》 45:507.《派对动物/离开地球表面》 53:16
 五月天
《倔强》 60:53
《干杯》 66:32

哔哩哔哩-(゜-゜)つロ乾杯~"
冰封流云,男,4,最美的夜！对于第一批90后来说，青春只剩几个小时了，哈哈哈哈，2020欢迎第一批90后加入中年人俱乐部！
头白毛茸茸,保密,4,多谢款待这次真的太棒了，ps我觉得还挺神奇的这次的妆发没有那种油光满面的感觉，所有人的颜值跟我以往印象里的更提升了一个等级（不是说以前不好看啊就是觉得这次妆面配合灯光啥的很干净~）
仲阳_小朱同学,男,4,一人血书 b站出一张专辑包含所有节目。太想听了
好想爱这个世界啊luiz,男,5,上帝把饭塞到他嘴里的男人——周深
定海神虾,保密,2,不否认卫视请的有些艺人是真的实力派，但是都没像小破站一样专心弄品质的，收音也不好，远镜头乱拍，舞美怎么贵怎么来，也不管适不适合。感觉b站是真的把每一个作品完成的都特别好，真的太用心，太用心了！哔哩哔哩干杯[滑稽][滑稽]
莫怨繁花不解语OwO,男,4,这些年每年跨年晚会都是挑着看，快进看，第一次全程看完还觉得时长太短时间太快的[打call][打call][打call]
Sweet糖纸,女,4,本来对吴亦凡无感，听了第一首和，也还好，没有惊艳感觉普普通通，唱大碗宽面的时候，kao，那个笑我可以了，这哥笑（小笑）起来是真的绝，路人粉了
海洋蔚蓝,保密,3,新华网参与就够了，转正了
叫我王大枣,保密,4,起点太高，下一届咋办？[小电视_发愁]
王藏雨,男,5,看到吴亦凡哥哥上台，我不禁打开了英雄联盟。我仔细对比之后，我怀疑厄斐琉斯的脸有意抄袭我亦凡哥哥的颜[2233娘_大笑]
王藏雨,男,5,看到吴亦凡哥哥上台，我不禁打开了英雄联盟。我仔细对比之后，我怀疑厄斐琉斯的脸有意抄袭我亦凡哥哥的颜[2233娘_大笑]
自由星空nagisa,男,5,"跨年之前：什么？b站想搞跨年晚会？这是飘了又想搞什么幺蛾子啊？
跨年之后：woc，真香"
汉巴克的咖啡官伊万,男,4,说实话，如果动漫歌曲和游戏再多一点就好了，比如JOJO，怎么说也是今年独播了
神谷浩史是我的,保密,6,看了一下风评，发现b站对于年轻人的喜好确实掌握得比其他晚会要准一点。那我就更期待今年拜年祭了，好好搞啊。
残与普通人間,保密,5,"你们这些瓜众啊,真的很喜欢看气氛啊,仅仅只是双轨铺垫唱歌,一大堆人就会&#34;假唱，假唱，假唱&#34;的叫。
麻烦你们不要根据一点情况乱来，虽说现在是假唱很多，但是我不管，那些我都管不到。
不要见到一个人就说，我只知道每个人都有在用心的歌喉在唱啊！
你说这样叫会让别人多伤心吗？
不知道。对不对？
不要随便的就拿语言做墙边草！
这真的非常伤人。"
BoliiiBoliii,男,5,春晚压力很大
天真-珈百璃-怀特1,保密,3,小破站有钱了啊 开始膨胀了 做这么牛逼的晚会 再给我嚣张点做拜年祭[小电视_赞]
系祖安小公主哟,保密,5,为啥子一个个就是要在冯提莫那里打个？再gun？直接gun不好吗，浪费时间，反正我觉得她唱得挺好的
星yue叶,保密,3,值得反复观看的晚会
粒依的猫店,女,4,不就是大会员吗，我充还不行嘛！不要停下来啊
紫色の冰,保密,6,B站 有 几大侠客，键盘侠，弹幕侠
薇薇妮晓得,女,5,尘埃岂能掩芳华
羽i话,保密,4,我觉得比湖南卫视好看，湖南卫视就一直恰饭，各种尬演，表演没多少
精忠报国康太师,男,5,原来晚会真的可以这般有趣，从来没想过一个晚会可以这么厉害!
清歌ieao,保密,3,答应我，明年请周深好吗[害羞]
听你说呵呵,保密,4,大学四年都是一个人跨年，只有今年虽然是一个人但是一点都不孤单，我爱小站
葉阳,保密,5,种花组曲 听着听着就哭得停不下来
Wuli宋先森,男,5,跨年做的这么好！拜年祭会不会得经费捉急~在线担心~！！
猫小音,女,5,不是，讲真的，昨晚上看完直播（但是好像是录的？）第一感受就是不愧是我小破站！！！！！第一次跨年就搞的这么好！不敢说是完美，但是真的吹爆！！！！！
蠢秋颜粉,女,5,emmm怎么说，B站这次的跨年确实是非常非常的好，符合很多人内心的期待（当然包括我！），但是有些踩一捧一的话说了是真的没必要吧，让人看了大过年的心里添堵……毕竟我也是一个卫视B站两手抓的（小声bb）
新ZAYN月,女,4,感谢小破站，感谢晚会策划，感谢所有歌手以及优秀的up主，感谢所有乐器演奏老师，感谢朱哥和超超！！我已经记不清上次看到让我热泪盈眶的晚会是什么时候了，我也记不清上次能让我认真讲那个节目看下去的晚会是什么时候了……在年末，爱奇艺腾讯都用超前点播恶心观众的时候，小破站不忘初心认真策划了这么精彩的一次晚会！！！2020不忘初心 2019的我一事无成愿2020能成一事 哔哩哔哩干杯！！！！！
我连昵称都没有,女,5,大会员续到2022年，冲啊[请吃红小豆吧！_wow]
白芋馒头,保密,3,感觉春晚不如这个好看[酸了]
星尾兽,保密,2,刚来b站，这就是你们说的二次元吗？爱了
粉切黑大白兔,保密,5,昨晚看了4个小时，就中了几根辣条
九临浮生未以安i,保密,4,b站的真的很棒，简简单单，不管是嘉宾阵容还是主持都很好。看各大卫视的真的感觉越来越土[doge]
忆丶骚年,保密,5,只有符合自己口味才是真正适合自己的，我很高兴能在b站开始繁荣的这个时期与大家共度晚会！小破站冲鸭[画风突变]
空空颂,保密,3,这个跨年演唱会全程高能！！ 一边看一边卧槽！牛逼！粉了粉了，一路关注新up主，这才是跨年该有的样子！跪求再来个春晚[吃瓜][吃瓜]
冰台之丹,男,4,陌生人，要快乐呦
87796229901_bili,保密,2,感觉Bilibili为了这个晚会写的是下血本了
z啵啵,女,4,能建一个歌单吗？我要天天循环！！！
87796229901_bili,保密,2,付出和收获成正比
我也想起舞呀,保密,4,再来一杯，再来一杯！！
行星飞呀,保密,5,希望破站继续做这个把舞台留给有才华的普通人的晚会！简直up主大型圈粉现场！
王东萌,保密,5,哭了 终于有一个真正年轻人可以看的晚会了 期待春节
逗逗1034007442,男,4,炮姐，butterfly，86，死亡小学生，我鸡皮疙瘩就没听过，太激动了
顾深lyo,保密,5,不是有些弹幕啊，你跳就跳嘛，拖就拖嘛你说出来干嘛？妨碍别人吗？？？？不发弹幕屏幕没法拖？？？
程程z,女,5,看着看着忽然想起来，小破站你给拜年祭留资金了吗？？？
影子人233,保密,3,还是b站nb
陌蕩宸,女,2,"新的一年到到了。
祝b站小哥哥：

勤恳尽力浪漫多俊秀潇洒成熟慎重温顺体贴心胸宽广阳光帅气温文尔雅 漂亮潇洒、风骚倜傥、玉树临风、年少多金、神勇威武、天下无敌、宇内第一、寂寞高手、刀枪不入、唯我独尊、玉面郎君、仁者无敌、勇者无惧、金刚不坏、贤明神武、侠义非凡、义薄云天、古往今来、无与伦比、谦逊好学、不耻下问、聪慧聪颖、活跃可爱、待友热忱、对敌冷淡、对友赴汤蹈火、再所不辞、两肋插刀、勇往直前、大方慷慨、脑筋精明、仙福永享、寿与天齐、百折不饶、百打不逝世、侠中英雄、人中龙凤、有情有义、有胆有色、举世无双、既酷又帅、人之榜样、老实可信、谈吐慷慨、风采翩翩、气概凌人、气质高尚、单身贵族、貌赛潘安、智胜孔明、勇比子龙、义超关羽、巧越鲁班、至尊至圣、至高无上、富丽残暴、勇敢无比、道德模范、千杯不醉、坐怀不乱、知识广博、才高八斗、傲视众生、世外高人、光亮磊落、公平忘我、剑眉星眸清新俊逸挺鼻薄唇风流倜傥潇洒英俊古雕刻画淡定优雅飘逸宁人探扇浅笑俊美无涛气宇轩昂风度翩翩仪表堂堂貌若潘安威风凛凛落落大方眉清目秀相貌堂堂明眸皓齿英俊潇洒一表人才威风凛凛眉清目秀相貌堂堂风度翩翩衣冠楚楚城北徐公明眸皓齿掷果潘安浓眉大眼玉质金相
祝b站的小姐姐们：
落雁沉鱼 兰质蕙心 明眸皓齿 靡颜腻理 清词丽句 清辞丽曲 琪花瑶草 曲眉丰颊 螓首蛾眉 水木清华 爽心悦目 天生丽质 天香国色 我见犹怜 宛转蛾眉 霞光万道 小家碧玉 杏脸桃腮 煦色韶光 杏腮桃脸 雄伟壮观 杏雨梨云 涎玉沫珠 妍蚩好恶 鱼沉雁落 宜嗔宜喜 旖旎风光 远山芙蓉 艳色绝世 余霞成绮 宜喜宜嗔  艳紫妖红 朱唇皓齿 左家娇女 章台杨柳 阿娇金屋 闭月羞花 逞娇呈美 春暖花香 春色满园 春深似海 彩云易散 姹紫嫣红 斗美夸丽 尽态极妍 斗艳争辉 蛾眉皓齿飞阁流丹 国色天香 胡天胡帝 花颜月貌 绝色佳人天生丽质 慧质兰心 秀外慧中 暗香盈袖 闭月羞花 沉鱼落雁 倾国倾城 温婉娴淑 千娇百媚 仪态万千 美艳绝世 国色天香 花容月貌 明目皓齿 淡扫峨眉 清艳脱 俗香肌玉肤 清丽绝俗 仪态万端 婉风流转 美撼凡尘 聘婷秀雅 娥娜翩跹 俏丽多姿 如花似月 风姿卓越 顾盼流转 清丝纠缠 举步轻摇 美若天仙 美愈天人 清秀高雅 艳冠群芳 剪水双瞳 美艳绝伦 神仙玉骨 楚楚动人 貌赛西施 姿容绝代 如花似玉 窈窕淑女 气质"
水墨江山大世界,男,3,爱死这个小破站了。[打call]
泡沫里的烟火,男,3,小破站！十年磨一剑！一剑惊天！[打call]
随我自然,男,5,遭了，我才反应过来，今天二零后的就要来了，一零后们的锅以后有人背了
sasakou,女,5,一人血书求网易云，QQ出全场音源！！！！！！！！！
16127988452_bili,保密,3,感觉这小破站会超越爱奇艺优酷腾讯什么的
吃鱼的喵小汪,保密,2,爱小破站，爱死了，唯一一个正能量满满的APP.不对，那是我的青春。
三英战二哈,保密,3,昨晚我错过了什么？[大哭]
柳邕吴彦祖,男,5,我纯路人，这感觉是真的爱了。[害羞]
呜哇啦啦啦rn,保密,3,wdm 方老师会的乐器比我知道的乐器多[喜极而泣][喜极而泣]
